Subset,Loss,Accuracy,F1-Macro
Train,0.9590662837028503,0.7065137071299639,0.7053304252971471
Valid,1.0753482580184937,0.6525096525096525,0.6480859509911477
Train,0.9767207026481628,0.7061823104693141,0.702673690175985
Valid,1.07675302028656,0.6525096525096525,0.6480092895281683
Train,0.9582010269165039,0.7005006204873646,0.6981390641335918
Valid,1.076529622077942,0.6602316602316602,0.6552464632342132
Train,0.9578600525856018,0.7014835288808664,0.699714245999845
Valid,1.0757051706314087,0.6563706563706564,0.6511273002406495
Train,0.951154100894928,0.7106328971119134,0.7093146689146412
Valid,1.0741934776306152,0.6525096525096525,0.647375386622882
Train,0.9565611362457276,0.7093552572202166,0.7085588288301865
Valid,1.0731823444366455,0.6525096525096525,0.6471715759523062
Train,0.9539740920066834,0.7087390004512636,0.7065393184400666
Valid,1.0726757049560547,0.6525096525096525,0.6471715759523062
Train,0.9673365116119385,0.7056027188628159,0.7046574615092192
Valid,1.0724135637283325,0.6563706563706564,0.6514890157086342
Train,0.9434367418289185,0.7179842621841155,0.7167039313659396
Valid,1.0705180168151855,0.6640926640926641,0.6589700021071982
Train,0.9498034358024597,0.7184101421480145,0.7174150188658731
Valid,1.0706212520599365,0.6640926640926641,0.659021252890548
Train,0.9467653512954712,0.7127876805054152,0.7107758359664367
Valid,1.0703667402267456,0.6640926640926641,0.6590030653504435
Train,0.932480537891388,0.7145391471119134,0.7109821118598172
Valid,1.0696882009506226,0.6640926640926641,0.6589152839335481
Train,0.9497131943702698,0.7038625338447654,0.7001408539060734
Valid,1.0704668760299683,0.6563706563706564,0.6516111392463406
Train,0.9382293701171875,0.7176049187725632,0.7156571724657212
Valid,1.0706415176391602,0.6563706563706564,0.651727320533408
Train,0.9467006325721741,0.701790952166065,0.7001374913142617
Valid,1.070178508758545,0.6602316602316602,0.6557840987732022
Train,0.9447306513786315,0.7042291854693141,0.7017590275934144
Valid,1.0704470872879028,0.667953667953668,0.6632114755337656
Train,0.9350470304489136,0.7141132671480144,0.7124988206756598
Valid,1.0709325075149536,0.6602316602316602,0.6555741938186004
Train,0.9525804400444031,0.7184453971119134,0.7163941539045279
Valid,1.070792317390442,0.6602316602316602,0.6558022863133067
Train,0.9327315926551819,0.7177826037906138,0.7158010207212316
Valid,1.071366310119629,0.6563706563706564,0.6517455080735126
Train,0.9471941232681275,0.7072709837545126,0.7051039889670098
Valid,1.0714058876037598,0.6640926640926641,0.6599751600944552
Train,0.9401286005973816,0.7127524255415162,0.71132678455583
Valid,1.0715452432632446,0.6563706563706564,0.6526468807011875
Train,0.9431095600128174,0.7126692238267148,0.7109184632365899
Valid,1.0711954832077026,0.6563706563706564,0.6526468807011875
Train,0.9328118681907653,0.7141245487364621,0.7124984820850935
Valid,1.0713850259780884,0.6640926640926641,0.6592707889095127
Train,0.9492017030715942,0.7019926105595669,0.6998126021976592
Valid,1.0707393884658813,0.6602316602316602,0.6549644746507539
Train,0.9327741980552673,0.7125507671480145,0.7111416144203588
Valid,1.0701112747192383,0.6602316602316602,0.654930511131735
Train,0.9436517000198364,0.7073781588447654,0.705487935366677
Valid,1.0708346366882324,0.6602316602316602,0.6551422718310396
Train,0.9408422589302063,0.7094257671480144,0.7078578504567143
Valid,1.0700186491012573,0.6602316602316602,0.6549644746507539
Train,0.9372248411178589,0.7110122405234657,0.7085674432088542
Valid,1.0709807872772217,0.6563706563706564,0.6517631450483992
Train,0.9308014512062073,0.7185285988267148,0.7172437754425584
Valid,1.0699774026870728,0.6563706563706564,0.6519680369193722
Train,0.9470964074134827,0.704099447202166,0.7029235385595636
Valid,1.0701848268508911,0.6563706563706564,0.6517455080735126
Train,0.9316338300704956,0.7194988154332129,0.7181087369557986
Valid,1.0697274208068848,0.6563706563706564,0.6519680369193722
Train,0.9166729688644409,0.7220907603790614,0.7199123288656184
Valid,1.06996750831604,0.6563706563706564,0.6519680369193722
Train,0.9391921877861023,0.7070820171480144,0.7039412941314962
Valid,1.0708088874816895,0.6563706563706564,0.651727320533408
Train,0.9508081436157226,0.7094849954873645,0.7078732012384199
